Arctic_continuous,Arctic_discontinuous,Arctic_isolated,Arctic_no_permafrost,Arctic_sporadic
NA,20.058182,2.151695,NA,0.682311
23.650071,NA,-11.428825,NA,7.48599
NA,NA,19.615275,9.587929,NA
27.866868,NA,22.36293,11.757401,NA
28.013389,14.222622,18.984529,NA,NA
27.77097,14.237728,15.066796,NA,NA
27.706006,15.011621,14.678595,14.113435,24.947583
27.708886,13.636727,17.2227,NA,24.650822
27.957197,14.458956,17.057526,-1.484373,25.019603
27.662622,14.710394,16.801057,1.82099,25.287305
27.623113,14.542659,17.272895,-0.511899,6.836693
27.993246,14.906806,15.614893,-1.52346,NA
28.296502,15.186833,17.152417,0.178888,NA
26.348023,NA,-0.982487,0.483233,NA
15.222745,14.62628,-1.166408,12.198044,NA
NA,7.034329,-4.135477,NA,6.237118
NA,14.243459,20.466872,NA,NA
16.716917,13.138491,19.821879,11.876447,NA
18.568323,13.659199,20.976378,NA,NA
26.688476,13.943718,16.031986,NA,NA
25.051546,14.210741,15.094109,NA,NA
25.454317,13.586762,15.229375,NA,NA
27.839748,15.003879,11.122594,NA,NA
28.373485,15.522013,17.120402,NA,24.934439
18.086353,14.860377,17.135077,11.795804,NA
17.612988,17.589036,NA,NA,NA
17.985247,14.91848,-2.127687,NA,6.67883
16.760626,14.296232,-2.011767,NA,6.902818
10.374233,15.538485,18.544711,NA,6.894601
13.281219,16.626651,20.088467,NA,7.180828
NA,17.482166,20.127512,NA,7.259699
31.985887,17.51189,20.405355,NA,NA
NA,17.564827,NA,NA,NA
NA,14.764129,16.470253,NA,NA
NA,10.134216,17.208787,11.620736,NA
NA,17.027267,16.997176,11.273895,-1.03132
NA,17.095006,19.087067,NA,6.994708
22.225669,10.261514,22.491346,NA,7.297255
22.264695,23.169021,20.584846,NA,7.034861
27.516616,22.607754,22.101925,NA,NA
24.439437,19.456953,23.718341,NA,7.333622
26.822615,NA,25.524922,NA,7.178965
NA,22.916823,24.653256,NA,7.403226
NA,NA,19.130635,NA,6.890487
NA,13.532242,3.493587,14.125878,NA
NA,13.581105,12.967942,14.142448,NA
NA,14.129399,12.326471,0.869,NA
NA,14.415725,17.076526,-13.235295,NA
NA,14.467783,17.023155,NA,NA
17.455017,14.364757,16.491049,NA,NA
16.531383,13.773375,16.651555,NA,NA
12.460881,14.287885,16.766562,NA,NA
22.980663,NA,16.732004,NA,NA
NA,13.517135,20.998677,NA,NA
NA,14.224089,19.737034,NA,6.561342
NA,14.625169,20.480053,NA,7.004261
NA,NA,12.495018,NA,NA
NA,NA,12.51504,-4.603356,7.488497
NA,14.717969,16.724836,14.081234,7.474167
22.234256,14.142168,16.61025,1.424446,NA
27.445173,14.307901,16.791595,-16.307912,NA
27.456699,13.788792,11.101224,9.039891,NA
27.724097,15.001601,13.698507,8.987697,NA
27.904971,NA,13.385874,NA,-1.464213
28.046029,NA,10.907,NA,-0.057217
27.39355,NA,25.435413,NA,7.545149
27.712068,17.054991,22.681581,NA,7.531095
27.664076,18.57643,19.592094,NA,6.830762
27.868712,17.062495,19.525968,NA,7.431912
28.371153,17.081457,24.080847,14.2641,7.667166
28.020399,17.079446,24.753552,NA,7.744799
27.775577,NA,24.967979,4.366528,NA
28.026881,22.826449,25.992915,NA,NA
27.526114,22.188025,22.126854,-0.3499,NA
17.519159,25.318859,21.340379,0.13257,NA
NA,22.281485,20.993332,-9.671859,NA
NA,10.119258,NA,8.257215,NA
NA,NA,17.015578,8.190418,NA
17.876373,-3.337011,16.808838,8.075352,NA
17.732748,13.796638,NA,NA,NA
16.421099,14.20421,NA,NA,NA
15.77735,14.314737,16.587558,NA,-2.603203
17.657599,NA,15.944684,NA,7.08782
16.952304,13.640383,20.049208,NA,6.245988
NA,16.976892,18.522806,-2.494425,4.92565
21.078741,16.87358,19.260291,14.500303,NA
16.313914,21.253057,18.926876,NA,6.62124
17.74797,23.091818,21.460666,NA,7.233212
17.447087,NA,20.525432,1.30406,7.124809
17.776126,NA,22.465581,15.058489,6.177864
17.351214,NA,20.520249,NA,6.827585
16.991841,NA,20.213369,NA,7.170643
15.778175,NA,20.406767,14.764167,7.274387
16.46592,12.720109,-7.10928,14.894112,NA
16.103476,14.901679,20.919833,NA,7.469057
16.780779,14.401123,24.160342,14.907308,-2.11464
17.344087,14.386651,23.203077,14.449723,7.372569
17.135566,13.284711,NA,NA,11.228053
17.447164,13.309639,10.623997,NA,7.466128
NA,16.856763,16.429476,NA,NA
11.02501,16.881266,-6.58652,14.546611,4.591592
16.387773,NA,20.152893,14.694384,4.446429
NA,NA,21.498831,14.668716,3.030127
32.660538,NA,22.847297,14.633448,NA
33.346574,9.377908,20.397653,14.574772,NA
NA,13.056629,20.337928,NA,NA
NA,4.893711,22.00627,14.731758,-0.820137
NA,14.217983,24.845097,1.364344,NA
NA,14.626589,25.332365,8.586295,7.578252
NA,14.32525,25.330624,0.149304,7.006754
NA,NA,24.735312,-0.264615,NA
NA,NA,22.270769,NA,NA
NA,15.399376,24.626791,NA,NA
NA,14.559723,24.427791,NA,NA
NA,16.718112,24.307742,NA,6.668161
NA,10.945762,24.421808,NA,6.718564
22.850771,NA,25.231587,NA,NA
23.836817,NA,20.86839,NA,NA
NA,14.238722,20.891758,NA,NA
NA,15.726662,20.681758,NA,NA
NA,15.658613,24.982311,NA,NA
27.803396,16.16482,17.523229,14.476803,NA
27.382912,16.688251,18.284688,14.545322,NA
25.952071,13.1472,17.938462,14.663186,NA
25.069559,13.782672,16.891984,NA,NA
17.469167,14.360012,19.123791,14.888917,NA
NA,NA,21.989199,14.827532,NA
17.815117,13.726212,17.8685,15.204708,NA
17.812715,13.120207,18.730881,14.788664,NA
17.34131,-0.414338,21.314648,14.882546,6.669413
15.836254,14.558703,20.188453,4.126963,7.459679
17.461675,17.052376,17.313691,14.509164,NA
NA,17.059523,18.491879,14.700999,NA
10.486281,17.279838,18.072286,NA,NA
10.122204,16.988741,20.386302,14.645469,NA
10.60286,17.072607,23.32719,NA,NA
11.580015,17.169732,21.515256,NA,1.265142
28.347899,17.289516,19.455793,0.210739,6.903169
NA,21.883595,19.643906,9.182478,NA
33.006097,NA,16.767307,9.276953,NA
NA,14.538773,16.806301,-11.530531,NA
NA,14.782765,17.394349,NA,NA
32.591558,14.362194,18.015565,NA,NA
NA,13.011845,21.063521,NA,NA
NA,12.924685,17.041444,NA,NA
NA,12.51953,17.804519,NA,NA
NA,13.745444,17.84121,NA,6.503692
NA,NA,NA,NA,NA
NA,10.143798,NA,NA,NA
12.249715,14.490718,19.634466,NA,NA
24.524873,14.108211,21.341254,NA,7.343604
27.770585,14.045162,19.832043,NA,NA
27.881203,13.977479,19.355677,NA,NA
17.678099,13.74179,-2.917991,NA,NA
17.934554,14.566684,16.551381,14.578202,NA
15.871791,-5.980269,16.570405,14.586349,NA
13.905827,-4.285321,9.123594,14.437569,NA
17.23651,NA,22.466617,14.184963,NA
17.83716,NA,21.989477,14.135224,NA
17.476784,NA,20.95409,13.594291,NA
17.80751,13.804854,10.948843,14.799026,NA
17.863992,13.962493,16.645714,14.926865,NA
18.745603,17.257009,16.352524,NA,6.543137
17.830789,NA,8.336186,NA,7.113305
17.210509,17.824534,23.562457,NA,6.46776
15.232776,NA,22.130192,NA,6.64477
10.733201,NA,16.545214,NA,NA
25.287498,17.870821,16.731296,NA,NA
33.655108,17.982186,16.621311,NA,NA
33.08811,17.896207,16.438502,-0.049482,NA
NA,18.113526,16.515088,-0.717111,NA
NA,17.660092,15.830175,9.096653,-1.802877
NA,17.742937,16.052207,NA,7.188722
NA,17.760977,16.317503,NA,6.063209
NA,NA,10.323997,NA,7.800783
23.508426,22.243546,24.420423,NA,6.827106
26.263563,5.270034,NA,NA,6.64227
27.749901,13.707016,16.100088,NA,NA
27.60588,-3.14947,NA,NA,NA
NA,13.84995,NA,NA,NA
17.981514,NA,16.318341,-0.673496,NA
17.897091,NA,16.307352,14.664631,NA
18.052134,NA,17.53597,14.353975,NA
17.713361,17.267829,15.476046,14.429042,NA
17.074568,14.633173,19.466878,NA,NA
17.966737,14.325736,17.654332,-3.919311,6.277764
17.916681,14.010987,18.469731,14.006189,5.848987
17.853252,13.479665,21.563813,NA,NA
17.831297,17.686953,NA,NA,7.324846
17.74737,NA,21.13539,-21.51144,NA
16.231781,NA,22.407255,0.669051,7.799565
16.91972,NA,16.516387,NA,NA
17.232798,6.93472,16.49701,9.077664,16.593926
16.452625,13.587137,17.109684,NA,25.187095
16.943902,NA,16.869645,NA,22.754341
17.776515,NA,17.539308,NA,25.288172
17.765813,NA,11.851046,NA,25.053123
17.610026,NA,16.464575,NA,NA
17.766805,14.506806,NA,NA,NA
17.088761,NA,NA,NA,NA
10.326989,NA,20.987558,NA,NA
28.928743,0.470509,6.706307,14.125608,NA
33.169538,14.168133,11.632182,13.981388,7.258257
32.90854,7.493486,NA,NA,NA
NA,15.28141,16.161597,NA,NA
NA,15.394628,10.22365,14.516896,23.107914
NA,15.040908,22.084755,1.028871,23.690167
12.745588,14.200968,20.302874,-16.989549,23.341773
22.091269,13.891795,22.014785,9.037651,NA
26.265538,NA,21.743896,NA,NA
27.957339,NA,17.884465,NA,NA
17.729443,NA,21.307984,NA,NA
17.844157,14.683129,23.636859,NA,23.397183
17.964896,17.676547,21.454901,NA,7.783121
17.727211,8.037101,16.960286,NA,7.384909
NA,NA,NA,NA,NA
17.75862,NA,20.952276,NA,NA
17.938561,NA,17.842917,NA,NA
17.739762,NA,11.518644,NA,NA
17.809113,NA,21.634695,NA,NA
17.572669,NA,23.676704,NA,NA
17.338229,13.310778,11.501429,NA,NA
NA,13.254248,NA,NA,NA
9.53916,13.739423,16.307496,NA,NA
NA,NA,16.186555,10.73214,17.080188
NA,NA,11.499224,NA,23.353846
NA,0.201927,22.842078,NA,22.603525
NA,14.049624,22.251651,NA,23.16203
33.364751,15.347882,13.884563,NA,NA
33.37664,NA,25.391558,13.9211,NA
NA,15.288753,23.906245,NA,NA
NA,15.602845,15.896523,NA,24.319446
NA,7.571358,15.772983,14.677022,0.007154
NA,14.695818,12.545039,NA,6.936932
NA,16.972713,13.167379,1.588218,NA
NA,16.398055,13.457965,NA,NA
NA,17.049417,21.633917,9.25151,NA
7.901364,15.435778,23.347324,NA,NA
23.336638,14.924135,16.20916,8.29694,NA
15.906065,16.528187,16.05322,NA,NA
27.804635,16.163215,16.138066,NA,NA
17.795982,15.073804,23.57627,NA,NA
17.752808,3.50589,NA,NA,17.914244
17.842346,14.328547,10.818235,NA,22.889397
17.921544,14.106506,15.836878,5.533763,24.019185
15.495022,13.504691,15.885657,11.213291,NA
17.944644,16.76794,16.029897,NA,NA
17.890569,17.662347,NA,NA,NA
17.684817,9.344539,23.157324,NA,NA
17.301473,9.942204,NA,13.917013,NA
17.622627,NA,NA,NA,NA
17.770389,NA,15.788125,NA,NA
17.550156,NA,15.772491,NA,NA
17.00657,21.963881,21.430571,NA,-0.106848
NA,13.149615,21.53939,NA,NA
33.823334,12.98287,23.79478,NA,7.064577
33.529483,13.613383,15.804303,NA,-0.157843
NA,2.809629,17.067301,NA,NA
NA,4.348755,22.075233,NA,NA
NA,14.258858,20.5137,NA,NA
NA,14.686456,22.884872,NA,23.207253
NA,14.41839,22.910935,NA,23.357404
NA,14.738676,20.193463,NA,NA
23.394366,13.633935,22.101864,NA,NA
22.822119,13.931169,22.098499,2.801222,NA
17.888255,16.986968,15.731607,2.102138,NA
27.581068,NA,15.628283,NA,NA
NA,NA,23.32995,NA,NA
17.719276,16.768692,23.073394,NA,7.216966
11.107533,14.422639,24.667508,NA,7.020033
NA,17.600994,15.596373,NA,NA
34.987838,17.491988,15.631666,NA,NA
34.585723,17.219159,15.600548,NA,NA
34.265087,22.64302,23.657265,NA,NA
32.178253,21.499612,8.559253,NA,23.129818
NA,13.871178,15.56138,NA,23.07951
NA,13.687156,6.515465,NA,NA
NA,14.03929,15.718177,NA,18.286465
NA,15.14139,15.571224,NA,NA
NA,NA,15.665158,13.877224,NA
26.612739,16.087146,8.840012,14.014574,24.33117
27.772675,16.495474,15.818579,NA,6.750834
27.977867,NA,NA,NA,6.32781
27.438917,17.619644,15.777876,NA,NA
27.305518,17.091296,NA,NA,NA
27.91526,21.30706,NA,NA,NA
27.389083,21.294117,NA,NA,NA
17.57988,NA,NA,NA,NA
16.424545,15.901315,21.524121,NA,NA
11.208894,2.00369,21.921793,NA,NA
10.901889,17.655554,21.36275,NA,NA
30.475412,16.447992,19.715555,NA,NA
25.170751,NA,20.475132,NA,23.812427
26.430197,NA,NA,NA,12.685048
26.562042,NA,NA,NA,NA
31.959581,NA,NA,NA,14.959652
30.582206,15.312284,NA,NA,14.781495
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,14.846802,-5.50766,NA,10.437363
NA,17.579914,NA,NA,23.460836
NA,NA,NA,NA,NA
NA,NA,NA,NA,-1.604915
12.455831,21.93805,-5.925817,NA,-0.488569
24.087088,21.922453,-5.005609,NA,7.541703
24.142655,25.473371,NA,NA,7.29436
27.72446,13.127841,NA,NA,NA
27.662972,14.959073,NA,NA,NA
27.22752,NA,NA,NA,NA
27.638963,17.762635,NA,NA,NA
27.654805,17.707303,-5.529686,NA,NA
13.563816,NA,-1.861103,NA,NA
17.556538,NA,11.471255,NA,NA
10.645043,21.476128,NA,NA,NA
NA,NA,NA,NA,NA
25.284116,NA,NA,2.878633,NA
33.957779,NA,-5.372039,9.364234,NA
33.005369,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,24.149513,21.862769,NA,NA
NA,25.188571,NA,NA,NA
NA,25.486142,NA,NA,NA
NA,22.777659,NA,NA,NA
NA,NA,NA,NA,NA
NA,13.177989,NA,NA,NA
12.241176,0.804399,NA,-5.77199,NA
25.944614,17.129371,NA,NA,NA
12.242673,22.111709,NA,NA,NA
16.313424,21.106688,NA,NA,NA
17.478861,21.226958,21.745152,14.56842,NA
9.732368,20.701592,20.494777,NA,NA
NA,20.885522,21.451885,NA,NA
NA,NA,8.203677,NA,23.335952
29.866988,NA,8.278284,NA,9.701963
29.538564,26.281834,8.620276,NA,14.998711
28.522355,NA,NA,NA,12.272246
29.731476,14.591215,NA,NA,NA
30.617569,14.992439,NA,NA,NA
33.481062,NA,NA,NA,23.677265
32.967844,NA,21.471777,NA,24.675745
30.122446,15.484764,NA,NA,-0.483079
29.302432,16.210424,20.822378,NA,-0.326581
22.164457,16.541868,21.238343,NA,7.840152
22.757818,21.62622,21.300814,NA,8.192939
30.178293,20.902841,8.519862,NA,7.680301
30.882305,21.282267,20.836762,NA,7.642442
NA,20.823208,8.396271,3.000611,NA
32.952923,NA,8.616507,8.486585,NA
32.795616,NA,8.85207,NA,NA
NA,NA,8.522901,NA,NA
NA,20.645217,8.46374,NA,NA
NA,NA,-0.74201,NA,NA
NA,NA,-6.496086,NA,NA
NA,NA,-6.730843,NA,NA
NA,NA,NA,13.799966,NA
NA,NA,NA,13.608128,NA
NA,NA,20.402904,13.526971,NA
NA,NA,20.488101,14.395231,NA
13.498413,NA,21.529202,NA,NA
9.03131,15.18636,21.455463,NA,NA
NA,15.60432,NA,NA,NA
27.208043,16.054995,21.475126,NA,NA
17.168161,NA,20.841613,NA,NA
13.43502,16.623699,NA,NA,NA
NA,16.731492,21.631018,NA,NA
25.688916,17.073147,20.435144,3.407406,NA
22.952939,16.60276,NA,NA,NA
32.678231,NA,7.759825,8.312116,NA
34.643293,NA,NA,NA,NA
33.702604,20.918,8.107616,NA,NA
NA,NA,7.183622,NA,NA
NA,NA,8.511482,NA,NA
9.80427,15.133039,NA,NA,NA
29.619549,2.74943,-5.268436,NA,NA
NA,15.30476,-5.679216,13.471656,NA
13.976434,NA,-4.857783,NA,NA
13.064116,16.04338,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.987668,NA,19.103116,NA,NA
17.606355,26.196895,NA,NA,NA
10.037305,16.738967,-2.338765,NA,NA
NA,16.490106,8.424468,NA,NA
22.299715,16.789766,-4.225155,NA,NA
25.053202,16.497069,NA,NA,NA
NA,16.078667,-2.376931,NA,NA
NA,NA,-5.512743,NA,NA
NA,NA,-4.137456,NA,NA
17.524057,15.743046,-2.165289,3.122503,22.803489
17.519719,NA,-4.993342,3.529688,17.928435
13.131595,15.491735,-3.052973,NA,14.818842
NA,1.551252,-3.376705,NA,14.759975
NA,16.413788,-0.108713,9.157532,NA
NA,15.567493,-1.417266,NA,NA
21.625951,16.351394,-4.439048,NA,NA
NA,NA,-4.455595,NA,23.974388
12.134021,15.968481,-3.976783,NA,24.670459
17.535201,15.316064,-0.679896,NA,NA
12.318078,NA,-4.958303,NA,7.393609
NA,NA,-5.427227,NA,NA
23.495028,16.57153,-3.222009,NA,NA
NA,NA,-5.23942,-8.756593,NA
NA,NA,-1.92783,13.609887,NA
NA,NA,-9.47665,13.706369,NA
12.773684,16.167782,-6.015139,13.818382,NA
17.424401,16.419681,-6.321592,NA,NA
17.709622,15.581335,-7.091461,NA,NA
17.620614,16.423329,-6.53227,NA,NA
17.233159,NA,-4.604658,NA,NA
NA,NA,8.02466,NA,NA
32.92428,NA,8.200006,NA,NA
31.558852,16.512545,8.590474,NA,NA
31.16938,16.30019,8.714678,NA,NA
33.232931,NA,NA,NA,NA
33.976696,16.299011,-3.97829,NA,NA
12.436198,15.910641,-0.338069,NA,NA
NA,15.60521,-3.73798,3.830534,NA
NA,14.931729,-0.45634,3.034515,NA
NA,16.044268,-1.242936,3.35837,NA
NA,11.855523,-4.852034,NA,NA
28.287821,NA,-1.125727,NA,NA
NA,16.304246,-3.210588,NA,NA
NA,NA,-3.18466,NA,NA
17.652557,15.15399,NA,NA,NA
17.584334,12.010884,0.477407,NA,NA
17.223491,16.382278,-0.444366,-2.493147,NA
17.203168,16.699649,3.911517,14.048778,NA
17.527802,16.715421,NA,13.660032,NA
16.499963,15.77216,NA,NA,NA
14.259853,15.652753,8.131673,13.927282,NA
14.535605,16.031739,NA,NA,NA
8.81116,16.021232,-2.437243,NA,NA
8.853165,12.719276,8.594735,NA,NA
9.511959,NA,-1.933838,NA,23.08459
7.44906,15.952478,2.966331,NA,22.807325
NA,NA,7.90126,NA,-11.203978
NA,12.456244,8.676727,NA,14.758689
NA,15.688907,8.408108,NA,7.586751
NA,14.724328,NA,3.752679,NA
NA,NA,8.693248,NA,NA
NA,15.759665,8.350017,NA,NA
NA,NA,8.263309,NA,25.115546
NA,NA,8.292045,NA,23.892332
NA,NA,NA,NA,7.70864
25.223432,12.559445,-5.471221,NA,7.258237
11.331664,15.688276,-4.052634,NA,NA
11.875933,15.430444,-1.383761,NA,NA
16.51241,15.39286,-4.430911,14.024891,NA
17.623203,NA,-10.015543,NA,NA
9.352222,16.493133,-4.064754,NA,NA
9.45955,NA,-4.174515,NA,NA
10.150674,NA,-5.055556,NA,NA
8.90509,16.165367,-3.70774,NA,NA
12.443562,NA,-0.774014,NA,17.395582
NA,NA,-4.000032,3.480643,NA
NA,NA,-1.666519,-9.468547,24.104928
NA,NA,-6.77075,NA,23.495236
NA,16.308384,-0.536317,9.832818,22.981355
NA,16.300473,-2.112147,9.655137,14.873711
NA,NA,-0.737081,NA,14.904869
NA,NA,0.914251,NA,14.863288
NA,16.384602,0.291119,NA,14.816469
33.208181,16.200584,NA,NA,NA
33.19988,16.135094,-0.355608,NA,NA
NA,NA,-4.600649,NA,NA
26.253357,NA,-3.541011,NA,24.150409
11.439202,NA,NA,13.713236,23.993917
17.724136,15.62293,NA,13.737774,NA
17.716325,16.51135,NA,13.978875,NA
17.623194,16.409232,8.082963,14.457297,7.529356
18.350013,NA,-9.031583,14.34672,-1.108232
9.496085,16.311635,NA,NA,NA
10.985976,16.07994,8.2647,NA,NA
8.167185,NA,NA,NA,NA
7.11002,NA,NA,NA,NA
7.572187,15.458374,8.418787,NA,23.762847
7.508802,NA,NA,NA,23.358654
7.934239,NA,8.242325,NA,15.486649
NA,15.898795,NA,NA,15.351795
NA,NA,8.621765,3.868257,NA
NA,NA,8.440508,NA,NA
NA,NA,8.536355,9.060698,NA
NA,NA,8.875482,NA,NA
30.35625,11.564451,9.020641,NA,24.941611
NA,14.568292,8.75029,NA,NA
26.477342,14.993293,8.658402,13.912685,7.442933
22.65412,NA,8.288671,14.101094,NA
26.587275,NA,8.45721,NA,NA
26.835861,NA,8.91993,NA,22.917991
17.437735,NA,8.614593,14.704013,23.026298
17.135846,NA,8.529632,NA,-0.53269
14.679987,NA,8.47632,NA,15.904989
9.321908,15.798412,2.047683,NA,15.844289
8.978924,NA,-4.218441,NA,NA
NA,NA,-1.721029,NA,NA
NA,NA,1.353052,NA,NA
8.983103,NA,-2.283109,NA,NA
8.80788,NA,-2.073328,3.567042,NA
10.732753,NA,-3.35036,3.77036,25.29284
10.016679,NA,-2.791552,9.756538,7.158571
8.790308,NA,-1.726668,NA,7.524944
8.801265,NA,-1.635033,NA,NA
11.791012,16.229899,-1.893903,NA,NA
16.390891,NA,-1.837875,13.808487,23.443736
21.824803,NA,-1.684391,5.794598,22.522757
17.083484,NA,-5.884227,14.2116,15.850459
NA,NA,3.816034,NA,15.634397
NA,NA,NA,NA,15.554855
NA,NA,NA,NA,NA
30.875721,NA,NA,NA,NA
33.471185,NA,NA,NA,NA
NA,NA,7.809076,NA,NA
NA,NA,NA,NA,NA
NA,NA,7.956423,4.310364,NA
NA,NA,7.839661,NA,NA
NA,NA,7.719205,9.450396,NA
NA,NA,-1.729236,NA,24.835842
NA,NA,-5.459707,NA,NA
NA,NA,-3.712261,NA,8.077815
21.735729,NA,-7.733943,NA,7.94621
21.623872,16.180499,-4.326184,NA,7.884984
24.82855,NA,NA,13.709109,7.785112
NA,NA,NA,14.070802,7.707416
25.255061,NA,NA,NA,7.816141
24.437418,NA,NA,NA,8.052558
18.297689,NA,NA,NA,7.827081
16.875587,NA,NA,NA,NA
17.371636,NA,NA,NA,NA
17.659939,NA,NA,NA,21.929356
NA,NA,NA,NA,21.551941
10.122674,NA,8.355155,NA,22.218424
NA,NA,7.809243,NA,NA
NA,NA,8.503951,NA,15.463978
NA,NA,8.178382,NA,15.33156
11.785203,NA,7.954652,NA,NA
10.526361,NA,NA,NA,NA
9.760795,16.289815,NA,1.945965,NA
NA,NA,NA,9.620638,NA
24.862524,NA,10.539977,10.03989,NA
22.260181,NA,21.943994,NA,NA
23.032512,15.743635,22.235108,NA,NA
23.902097,NA,7.64166,NA,NA
22.181064,NA,8.024795,13.779837,NA
22.175203,NA,8.220972,NA,NA
NA,NA,8.449658,NA,24.182682
NA,16.228806,-1.181117,NA,13.263163
30.532049,NA,NA,NA,NA
5.990203,NA,NA,NA,8.329757
21.618909,NA,NA,NA,8.011058
NA,NA,NA,NA,NA
25.637359,15.908213,NA,NA,NA
26.846716,NA,NA,NA,NA
NA,NA,NA,NA,NA
27.819806,NA,10.190136,0.1232,NA
NA,16.634403,22.67248,2.34362,23.123033
14.938532,NA,22.368229,9.450976,22.379431
17.227334,NA,21.393615,9.649848,15.341691
NA,NA,NA,9.962209,-12.683629
NA,NA,21.400774,NA,NA
8.65673,16.621854,21.942761,NA,NA
8.630001,NA,7.691796,NA,NA
23.797357,NA,7.909619,20.83449,NA
23.785014,16.448056,NA,NA,27.368024
NA,NA,NA,NA,27.352634
NA,NA,NA,NA,NA
NA,16.376388,22.654284,NA,NA
7.78281,16.410272,22.733735,NA,NA
NA,NA,NA,NA,NA
26.727627,NA,NA,NA,NA
12.800191,NA,NA,1.194257,23.889313
17.185887,NA,NA,-12.722255,8.253545
NA,NA,8.177979,9.977482,8.047454
NA,15.751366,8.522488,NA,8.023522
12.131495,NA,-1.330529,NA,NA
10.140371,NA,8.004735,20.896244,NA
11.978245,NA,2.773784,-9.77571,NA
11.105958,NA,0.705623,8.050299,NA
NA,16.001249,3.477854,NA,NA
12.709143,NA,-1.265219,7.549249,NA
26.183368,NA,0.240752,NA,NA
NA,16.356128,-0.186565,NA,13.475704
17.426931,16.255646,-7.061493,NA,22.733647
17.579564,NA,-7.437747,NA,17.737005
17.356727,NA,-6.138743,0.119127,15.340026
NA,26.954448,-5.419051,3.238864,NA
17.429106,16.001738,-6.813118,4.000455,NA
15.031527,15.857806,-7.471058,-2.848393,NA
10.119945,11.65039,-4.925047,10.000007,NA
8.389249,NA,-5.30931,NA,NA
NA,16.114539,-5.933789,NA,27.093524
10.14694,16.080418,-5.299613,NA,27.353995
25.080852,16.140477,-0.123211,20.95391,NA
17.416277,16.076694,23.218618,7.549366,NA
17.53061,14.864515,22.948824,-3.256407,24.310208
8.787672,NA,22.654109,-4.667276,8.209769
12.978404,13.862682,-5.122516,7.362946,7.698682
NA,13.060025,8.800188,NA,NA
NA,13.713386,8.002588,NA,NA
25.44752,14.0785,7.549313,-19.04431,NA
28.738784,NA,NA,3.622229,NA
13.54354,NA,8.196554,3.997073,NA
25.582089,NA,7.965834,NA,NA
25.133501,NA,8.445611,10.348723,NA
17.273117,NA,7.604071,NA,NA
17.367484,15.201011,NA,NA,22.709341
8.460718,15.841364,8.15246,NA,23.948423
9.746534,15.950091,NA,NA,-11.511556
9.612836,16.043709,NA,NA,15.26843
9.927469,15.113351,NA,20.913826,NA
10.977592,15.762005,NA,NA,NA
NA,15.848846,22.827454,7.581632,NA
NA,15.737289,NA,NA,NA
NA,15.572312,7.638212,NA,NA
NA,15.609149,8.108402,NA,NA
NA,15.822825,NA,1.224705,NA
28.167804,15.841754,13.841283,10.246155,25.109974
24.075882,NA,-3.757958,NA,9.960769
23.731737,NA,8.500338,NA,7.358575
26.018141,NA,14.220336,NA,NA
26.247729,NA,13.618308,NA,23.240776
16.234951,NA,8.580903,20.880539,22.583963
17.282591,NA,8.539187,20.833838,15.888165
17.457932,NA,NA,-2.847974,16.502135
17.55858,15.78039,14.275938,7.691741,14.869403
17.462732,15.741492,NA,NA,NA
NA,15.835214,7.658758,NA,24.634107
10.320279,15.900348,14.136943,NA,24.730931
NA,15.914682,13.555713,-0.235805,NA
NA,15.804214,NA,3.841347,7.583517
22.947359,15.882808,NA,10.305333,NA
NA,NA,23.204665,NA,NA
27.077249,NA,13.708595,9.251638,NA
26.937795,NA,NA,NA,21.127714
24.948448,NA,NA,20.885691,22.505454
26.5432,NA,NA,0.51537,21.528859
26.560765,NA,NA,2.934977,22.884073
27.153415,NA,13.725597,7.691644,14.79724
28.040163,NA,NA,NA,14.267477
26.814032,NA,NA,NA,NA
11.775364,NA,NA,NA,NA
26.473737,NA,21.09749,1.989491,NA
17.634143,NA,21.48792,NA,NA
17.640279,NA,24.288731,9.711009,NA
17.178182,NA,NA,10.309864,NA
10.745624,NA,23.249664,NA,NA
NA,NA,23.158029,NA,NA
9.493644,NA,23.153885,NA,NA
NA,NA,-0.200358,NA,NA
NA,NA,14.410885,NA,NA
8.862042,10.999687,-5.966729,NA,26.663071
24.62346,15.491475,-3.406987,NA,10.629018
26.655562,15.816505,NA,NA,24.764008
25.840116,15.895088,NA,NA,7.264713
27.997657,NA,NA,NA,NA
27.79428,NA,20.620167,NA,NA
27.1606,15.894816,14.402665,21.005566,NA
26.537714,15.895363,-2.676927,-1.589772,NA
14.462748,15.798853,-7.677109,7.720556,NA
26.14493,15.787848,NA,7.480288,22.575672
17.51558,15.358883,NA,NA,22.313273
17.598062,NA,NA,8.518046,22.698179
9.398346,36.194193,NA,NA,NA
11.053412,36.236289,20.244239,NA,14.242469
NA,13.47229,20.404172,1.444229,16.786274
NA,15.773706,20.467986,10.247138,NA
NA,15.817817,20.254069,NA,NA
NA,15.929866,14.699628,NA,NA
22.646961,NA,-0.572893,NA,NA
26.703814,36.277865,-9.206502,NA,NA
27.965643,15.766862,-9.941973,NA,NA
28.264638,15.829116,14.85379,NA,NA
NA,15.915779,19.84848,NA,NA
